"feature" "class" "assembly" "assembly_unit" "seq_type" "chromosome" "genomic_accession" "start" "end" "strand" "product_accession" "non.redundant_refseq" "related_accession" "name" "symbol" "GeneID" "locus_tag" "feature_interval_length" "product_length" "attributes"
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1051513 1052586 "-" "WP_000829662.1" "WP_000829662.1" NA "4Fe-4S membrane protein" "" NA "P370_RS0104975" 1074 357 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1052658 1055402 "-" "WP_001300633.1" "WP_001300633.1" NA "hybrid sensor histidine kinase/response regulator" "" NA "P370_RS0104980" 2745 914 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1055485 1056513 "+" "WP_001264933.1" "WP_001264933.1" NA "TMAO reductase system periplasmic protein TorT" "" NA "P370_RS0104985" 1029 342 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1056486 1057178 "-" "WP_001120125.1" "WP_001120125.1" NA "two-component system response regulator TorR" "" NA "P370_RS0104990" 693 230 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1057308 1058480 "+" "WP_001230242.1" "WP_001230242.1" NA "pentaheme c-type cytochrome TorC" "" NA "P370_RS0104995" 1173 390 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1058480 1061026 "+" "WP_001062091.1" "WP_001062091.1" NA "trimethylamine-N-oxide reductase TorA" "" NA "P370_RS0105000" 2547 848 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1061023 1061622 "+" "WP_000209894.1" "WP_000209894.1" NA "molecular chaperone TorD" "" NA "P370_RS0105005" 600 199 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1061774 1062079 "-" "WP_000024560.1" "WP_000024560.1" NA "chaperone modulatory protein CbpM" "" NA "P370_RS0105010" 306 101 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1062079 1062999 "-" "WP_000420621.1" "WP_000420621.1" NA "curved DNA-binding protein" "" NA "P370_RS0105015" 921 306 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1063260 1064516 "+" "WP_000535346.1" "WP_000535346.1" NA "hypothetical protein" "" NA "P370_RS0105020" 1257 418 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1064809 1066050 "+" "WP_001044279.1" "WP_001044279.1" NA "bifunctional glucose-1-phosphatase/inositol phosphatase" "" NA "P370_RS0105025" 1242 413 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1066088 1066315 "-" "WP_001143120.1" "WP_001143120.1" NA "hypothetical protein" "" NA "P370_RS0105030" 228 75 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1066336 1066932 "-" "WP_001151437.1" "WP_001151437.1" NA "NAD(P)H dehydrogenase (quinone)" "" NA "P370_RS0105035" 597 198 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1067136 1067372 "+" "WP_012601452.1" "WP_012601452.1" NA "hypothetical protein" "" NA "P370_RS01000000122620" 237 78 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1067305 1067478 "+" "WP_001273658.1" "WP_001273658.1" NA "KGG family protein" "" NA "P370_RS0105040" 174 57 ""
"CDS" "without_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1067541 1067748 "-" "" "" NA "hypothetical protein" "" NA "P370_RS1000000125985" 208 NA "pseudo"
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1067735 1069063 "-" "WP_001326838.1" "WP_001326838.1" NA "transporter" "" NA "P370_RS0105045" 1329 442 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1069084 1069578 "-" "WP_001028083.1" "WP_001028083.1" NA "FMN reductase" "" NA "P370_RS0105050" 495 164 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1069589 1070179 "-" "WP_001001176.1" "WP_001001176.1" NA "nitroreductase family protein" "" NA "P370_RS0105055" 591 196 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1070189 1070989 "-" "WP_000777653.1" "WP_000777653.1" NA "reactive intermediate detoxifying aminoacrylate hydrolase" "" NA "P370_RS0105060" 801 266 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1070997 1071383 "-" "WP_001126780.1" "WP_001126780.1" NA "aminoacrylate deaminase reactive intermediate detoxification; weak enamine/imine deaminase activity" "" NA "P370_RS0105065" 387 128 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1071395 1072087 "-" "WP_001393558.1" "WP_001393558.1" NA "peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB" "" NA "P370_RS0105070" 693 230 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1072087 1073235 "-" "WP_001326839.1" "WP_001326839.1" NA "pyrimidine monooxygenase RutA" "" NA "P370_RS0105075" 1149 382 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1073466 1074104 "+" "WP_000191701.1" "WP_000191701.1" NA "transcriptional regulator" "" NA "P370_RS0105080" 639 212 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1074144 1078106 "-" "WP_001326840.1" "WP_001326840.1" NA "bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase" "putA" NA "P370_RS0105085" 3963 1320 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1078161 1078370 "+" "WP_000979516.1" "WP_000979516.1" NA "hypothetical protein" "" NA "P370_RS0105090" 210 69 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1078258 1078449 "-" "WP_001336560.1" "WP_001336560.1" NA "hypothetical protein" "" NA "P370_RS1000000124560" 192 63 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1078529 1080037 "+" "WP_001018479.1" "WP_001018479.1" NA "sodium:proline symporter" "" NA "P370_RS0105095" 1509 502 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1080112 1080321 "+" "WP_072133692.1" "WP_072133692.1" NA "hypothetical protein" "" NA "P370_RS1000000125990" 210 69 ""
"CDS" "without_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1080407 1080544 "-" "" "" NA "hypothetical protein" "" NA "P370_RS1000000125995" 138 NA "partial;pseudo"
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1080580 1080690 "+" "WP_001350498.1" "WP_001350498.1" NA "iron transporter" "" NA "P370_RS1000000124565" 111 36 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1080690 1081409 "+" "WP_001350499.1" "WP_001350499.1" NA "iron transporter" "" NA "P370_RS01000000122630" 720 239 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1081467 1082594 "+" "WP_000154398.1" "WP_000154398.1" NA "iron uptake system component EfeO" "" NA "P370_RS0105105" 1128 375 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1082600 1083871 "+" "WP_001199471.1" "WP_001199471.1" NA "deferrochelatase/peroxidase EfeB" "" NA "P370_RS0105110" 1272 423 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1084216 1085280 "+" "WP_000258765.1" "WP_000258765.1" NA "phosphate starvation protein PhoH" "" NA "P370_RS01000000122640" 1065 354 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1085330 1085743 "-" "WP_001061095.1" "WP_001061095.1" NA "poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD" "" NA "P370_RS0105120" 414 137 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1085745 1087070 "-" "WP_000610451.1" "WP_000610451.1" NA "poly-beta-1,6 N-acetyl-D-glucosamine synthase" "" NA "P370_RS0105125" 1326 441 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1087063 1089081 "-" "WP_000945561.1" "WP_000945561.1" NA "poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB" "pgaB" NA "P370_RS0105130" 2019 672 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1089090 1091513 "-" "WP_000287458.1" "WP_000287458.1" NA "poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA" "" NA "P370_RS0105135" 2424 807 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1092100 1093458 "+" "WP_000409873.1" "WP_000409873.1" NA "GGDEF domain-containing protein" "" NA "P370_RS0105140" 1359 452 ""
"CDS" "without_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1093499 1094661 "-" "" "" NA "IS3 family transposase" "" NA "P370_RS0105145" 1163 NA "pseudo"
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1094747 1095070 "+" "WP_000389396.1" "WP_000389396.1" NA "ACP S-malonyltransferase" "" NA "P370_RS0105155" 324 107 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1095067 1096053 "+" "WP_000611859.1" "WP_000611859.1" NA "hypothetical protein" "" NA "P370_RS0105160" 987 328 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1097110 1098048 "+" "WP_000351317.1" "WP_000351317.1" NA "glyoxylate/hydroxypyruvate reductase A" "" NA "P370_RS0105170" 939 312 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1098103 1098840 "+" "WP_000283667.1" "WP_000283667.1" NA "phosphatase" "" NA "P370_RS0105175" 738 245 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1098864 1099418 "+" "WP_001001921.1" "WP_001001921.1" NA "chaperone protein YcdY" "" NA "P370_RS0105180" 555 184 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1099520 1100011 "+" "WP_001300785.1" "WP_001300785.1" NA "hypothetical protein" "" NA "P370_RS0105185" 492 163 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1100075 1100908 "-" "WP_001189321.1" "WP_001189321.1" NA "curli production assembly/transport component CsgG" "" NA "P370_RS0105190" 834 277 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1100935 1101351 "-" "WP_001264088.1" "WP_001264088.1" NA "curli production assembly/transport component CsgF" "" NA "P370_RS0105195" 417 138 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1101376 1101765 "-" "WP_000833288.1" "WP_000833288.1" NA "curli production assembly/transport component CsgE" "" NA "P370_RS0105200" 390 129 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1101770 1102420 "-" "WP_000481509.1" "WP_000481509.1" NA "transcriptional regulator CsgD" "" NA "P370_RS0105205" 651 216 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1102636 1102815 "-" "WP_001336550.1" "WP_001336550.1" NA "hypothetical protein" "" NA "P370_RS1000000124570" 180 59 ""
"CDS" "without_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1102832 1103072 "-" "" "" NA "hypothetical protein" "" NA "P370_RS01000000122650" 241 NA "pseudo"
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1103175 1103630 "+" "WP_000791650.1" "WP_000791650.1" NA "minor curlin subunit" "csgB" NA "P370_RS0105210" 456 151 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1103671 1104126 "+" "WP_000771437.1" "WP_000771437.1" NA "major curlin subunit" "csgA" NA "P370_RS0105215" 456 151 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1104185 1104517 "+" "WP_001094300.1" "WP_001094300.1" NA "curli assembly protein CsgC" "csgC" NA "P370_RS0105220" 333 110 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1104638 1104949 "+" "WP_000489587.1" "WP_000489587.1" NA "hypothetical protein" "" NA "P370_RS0105225" 312 103 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1105044 1105577 "+" "WP_000857405.1" "WP_000857405.1" NA "O-acetyl-ADP-ribose deacetylase" "" NA "P370_RS0105230" 534 177 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1105579 1107000 "+" "WP_001299031.1" "WP_001299031.1" NA "cardiolipin synthase C" "" NA "P370_RS0105235" 1422 473 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1107008 1108165 "-" "WP_001070375.1" "WP_001070375.1" NA "glucan biosynthesis protein C" "" NA "P370_RS0105240" 1158 385 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1108210 1108353 "-" "WP_001111219.1" "WP_001111219.1" NA "hypothetical protein" "" NA "P370_RS01000000122655" 144 47 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1108357 1108515 "-" "WP_012601956.1" "WP_012601956.1" NA "hypothetical protein" "" NA "P370_RS01000000122660" 159 52 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1108559 1110094 "+" "WP_001343212.1" "WP_001343212.1" NA "glucan biosynthesis protein G" "mdoG" NA "P370_RS0105245" 1536 511 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1110087 1112630 "+" "WP_001295445.1" "WP_001295445.1" NA "glucan biosynthesis protein H" "" NA "P370_RS0105250" 2544 847 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1112803 1113030 "+" "WP_001237205.1" "WP_001237205.1" NA "YceK/YidQ family lipoprotein" "" NA "P370_RS0105255" 228 75 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1113031 1113405 "-" "WP_000180056.1" "WP_000180056.1" NA "acidic protein MsyB" "" NA "P370_RS0105260" 375 124 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1113488 1114714 "-" "WP_000074172.1" "WP_000074172.1" NA "multidrug resistance protein MdtG" "" NA "P370_RS0105265" 1227 408 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1114886 1115806 "-" "WP_000183364.1" "WP_000183364.1" NA "lipid A biosynthesis lauroyltransferase" "" NA "P370_RS0105270" 921 306 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1116031 1117083 "+" "WP_001144615.1" "WP_001144615.1" NA "sulfurtransferase" "" NA "P370_RS0105275" 1053 350 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1117125 1117700 "-" "WP_000749261.1" "WP_000749261.1" NA "hypothetical protein" "" NA "P370_RS0105280" 576 191 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1117704 1118270 "-" "WP_000011114.1" "WP_000011114.1" NA "cytochrome b561" "" NA "P370_RS0105285" 567 188 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1118531 1118671 "-" "WP_001323065.1" "WP_001323065.1" NA "DUF2770 domain-containing protein" "" NA "P370_RS01000000122670" 141 46 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1118692 1119810 "-" "WP_000872833.1" "WP_000872833.1" NA "N-methyl-L-tryptophan oxidase" "" NA "P370_RS0105300" 1119 372 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1119925 1120179 "-" "WP_000414438.1" "WP_000414438.1" NA "biofilm regulator BssS" "bssS" NA "P370_RS0105305" 255 84 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1120466 1120711 "-" "WP_001217754.1" "WP_001217754.1" NA "DNA-damage-inducible protein I" "" NA "P370_RS0105310" 246 81 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1120785 1121831 "-" "WP_000126534.1" "WP_000126534.1" NA "dihydroorotase" "" NA "P370_RS0105315" 1047 348 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1121937 1122497 "-" "WP_001295443.1" "WP_001295443.1" NA "lipoprotein" "" NA "P370_RS0105320" 561 186 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1122631 1123278 "-" "WP_000780912.1" "WP_000780912.1" NA "glutaredoxin 2" "" NA "P370_RS0105325" 648 215 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1123342 1124550 "-" "WP_000092206.1" "WP_000092206.1" NA "multidrug resistance protein MdtH" "" NA "P370_RS0105330" 1209 402 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1124786 1125370 "+" "WP_000468186.1" "WP_000468186.1" NA "30S ribosomal protein S5 alanine N-acetyltransferase" "" NA "P370_RS0105335" 585 194 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1125381 1126028 "+" "WP_000877107.1" "WP_000877107.1" NA "DUF480 domain-containing protein" "" NA "P370_RS0105340" 648 215 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1126030 1126953 "+" "WP_000736158.1" "WP_000736158.1" NA "oxidoreductase" "" NA "P370_RS0105345" 924 307 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1127063 1128598 "+" "WP_001050683.1" "WP_001050683.1" NA "lipid II flippase MurJ" "" NA "P370_RS0105350" 1536 511 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1128638 1129054 "-" "WP_000197363.1" "WP_000197363.1" NA "flagella synthesis protein FlgN" "" NA "P370_RS0105355" 417 138 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1129059 1129352 "-" "WP_000020880.1" "WP_000020880.1" NA "anti-sigma-28 factor FlgM" "" NA "P370_RS0105360" 294 97 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1129428 1130087 "-" "WP_000905458.1" "WP_000905458.1" NA "flagella basal body P-ring formation protein FlgA" "" NA "P370_RS0105365" 660 219 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1130242 1130658 "+" "WP_000884702.1" "WP_000884702.1" NA "flagellar biosynthesis protein FlgB" "flgB" NA "P370_RS0105370" 417 138 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1130662 1131066 "+" "WP_001196460.1" "WP_001196460.1" NA "flagellar basal body rod protein FlgC" "" NA "P370_RS0105375" 405 134 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1131078 1131773 "+" "WP_000020486.1" "WP_000020486.1" NA "flagellar basal body rod modification protein FlgD" "flgD" NA "P370_RS0105380" 696 231 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1131798 1133006 "+" "WP_000885873.1" "WP_000885873.1" NA "flagellar hook protein FlgE" "flgE" NA "P370_RS0105385" 1209 402 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1133026 1133781 "+" "WP_000349316.1" "WP_000349316.1" NA "flagellar basal body rod protein FlgF" "flgF" NA "P370_RS0105390" 756 251 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1133953 1134735 "+" "WP_000625837.1" "WP_000625837.1" NA "flagellar basal body rod protein FlgG" "" NA "P370_RS0105395" 783 260 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1134788 1135486 "+" "WP_001295442.1" "WP_001295442.1" NA "flagellar L-ring protein" "" NA "P370_RS0105400" 699 232 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1135498 1136595 "+" "WP_000589326.1" "WP_000589326.1" NA "flagellar P-ring protein" "flgI" NA "P370_RS0105405" 1098 365 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1136595 1137536 "+" "WP_001295441.1" "WP_001295441.1" NA "flagellar assembly peptidoglycan hydrolase FlgJ" "" NA "P370_RS0105410" 942 313 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1137602 1139245 "+" "WP_000096479.1" "WP_000096479.1" NA "flagellar hook-associated protein FlgK" "" NA "P370_RS0105415" 1644 547 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1139257 1140210 "+" "WP_001212782.1" "WP_001212782.1" NA "flagellar hook-associated protein" "flgL" NA "P370_RS0105420" 954 317 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1140406 1143591 "-" "WP_000827360.1" "WP_000827360.1" NA "ribonuclease E" "" NA "P370_RS0105425" 3186 1061 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1143726 1144046 "+" "WP_001295962.1" "WP_001295962.1" NA "DUF2655 domain-containing protein" "" NA "P370_RS01000000122675" 321 106 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1144164 1145123 "+" "WP_000846343.1" "WP_000846343.1" NA "ribosomal large subunit pseudouridine synthase C" "" NA "P370_RS0105430" 960 319 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1145235 1145819 "-" "WP_001125202.1" "WP_001125202.1" NA "m(7)GTP pyrophosphatase" "" NA "P370_RS0105435" 585 194 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1146018 1146539 "+" "WP_001174481.1" "WP_001174481.1" NA "hypothetical protein" "" NA "P370_RS0105440" 522 173 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1146591 1146764 "+" "WP_000290727.1" "WP_000290727.1" NA "50S ribosomal protein L32" "" NA "P370_RS0105445" 174 57 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1146845 1147915 "+" "WP_000197597.1" "WP_000197597.1" NA "phosphate acyltransferase" "" NA "P370_RS0105450" 1071 356 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1147983 1148936 "+" "WP_000288132.1" "WP_000288132.1" NA "3-oxoacyl-ACP synthase III" "" NA "P370_RS0105455" 954 317 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1148952 1149881 "+" "WP_000191372.1" "WP_000191372.1" NA "malonyl CoA-ACP transacylase" "" NA "P370_RS0105460" 930 309 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1149894 1150628 "+" "WP_001008535.1" "WP_001008535.1" NA "beta-ketoacyl-ACP reductase" "fabG" NA "P370_RS0105465" 735 244 ""
